wavelength , correction_curve_intensity 
279.99440000000004,331.63705370352056
279.5748,472.7889044923518
279.15520000000004,343.9069441433512
278.7356,770.5324938417065
278.31600000000003,499.40097577280636
277.8964,508.66085621574655
277.4768,518.1234199361115
277.0572,452.3946193003505
276.6376,537.6769604227964
276.218,469.52440742234137
275.7984,478.374650212338
275.3788,406.1846113189075
274.9592,662.2267107022227
274.5396,590.4794754010624
274.12,515.7924894464983
273.7004,700.9028240402948
273.2808,625.0821676301305
272.8612,819.1815066613767
272.4416,1020.6017686249745
272.022,662.0872768508634
271.6024,578.561755074174
271.18280000000004,589.8734101959355
270.7632,701.6857668508385
